text,anotacion,id
"Acudí al hospital COVID-19 en Boca del Río, para visitar a los familiares nuestra querida amiga Mago, quien además de ser coordinadora de Casa de Enlace, es una guerrera que ha salido adelante de muchas luchas, y no dudamos que lo hará también esta ocasión. https://t.co/R8RPynmMEF",1,1272686294322122752
"Panorama en Campeche COVID-19, corte al 2 de Junio. #QuédateEnCasaCampeche Mira aquí el video 👉🏻 https://t.co/PohNpd3Vrz https://t.co/kzQ0zFCp8d",0,1268034929578987520
"Bravo presidente, si la tóxica oposición no le hace mella, el COVID menos, #EsUnHonorEstarConObrador https://t.co/IMhdhcJB3F",0,1353760652029001731
PACTA MÉXICO COMPRA DE VACUNA PZIFER CONTRA VOCID-19 @SSalud_mx @pzifer @m_ebrard @OPSOMSMexico @GobiernoMX https://t.co/lbDVQu6PYm,1,1329152239731085315
#SNTEsalud ⚕️  El cubrebocas 😷 además de ser obligatorio es el auxiliar principal para evitar el #Coronavirus #COVID19 🦠 y si usas de tela 😷 éstos son algunos consejos para desinfectarlos y volver a usarlos 😷  #QuedateEnCasa https://t.co/avq6etvxR2,1,1286706840911466497
#TelevisaTeAcompaña para evitar contagios por #coronavirus con las siguientes recomendaciones de @yosoy8a 📺⚽️ #FelizMiércoles #TodosSomosUnicable #COVID19 #Cuarentona https://t.co/FCdQrV5SV5,0,1242851220311736321
"No es el momento de los votos, ni de pensar en ellos o usarlos como tipo de cambio para la vacunación... Es momento de darle prioridad al personal de salud y vacunarlos junto con los mexicanos más prioritarios. Es la opinión de @RaulFriasLucio en #100Palabras https://t.co/e5jhdESl72",0,1354435112717471752
Personal del HGT está dando positivo a COVID. De verdad tenemos que llegar a tanto para concientizarnos? :((((((,-1,1262173020128509953
"@SinEmbargoMX @hectorsmx ¿Murieron por el covid19 o con él?  Sería bueno saberlo, si enfermaron por covid19 o si ya estaban enfermos y los atacó más fácilmente.",0,1242268109823770626
"""Conoce las diferencias entre las vacunas de Pfizer, Moderna y Oxford contra la COVID-19""  https://t.co/Y2mSmP03on",1,1331695705086365699
"@NadiaMoratoM Ando igual, por proyectos finales, tesis y lo demás jajaj u.u te mando un abrazo virtual sin covid",0,1336384178674409472
"Recuerda que existen grupos de riesgo ante COVID-19. Si padeces diabetes, cuídate #QuédateEnCasa  y mantén bajo control tu enfermedad. #CuidemosTodosDeTodos https://t.co/VjwcTBqv7S",-1,1258409210490032128
"@solamentejoy Yo no sabía que mi familia tenía grupo. Cuando me enteré solo se rieron , pero nadie me agrego jajajaja  Bola de culeros , ojalá les de Covid a todos. 😂😂😂",0,1281350954340757504
El Covid hoy nos quitó una persona muy querida y apreciada QEPD. Realmente me siento muy triste 😞 https://t.co/A266KJ5frr,-1,1354648725226999810
Fechas estipuladas para la vacuna contra el Covid-19. (puede hacer variaciones) vía @politicomx https://t.co/iGr1otWyLo,1,1343284243359813632
"@CentralFM_ En el primer trimestre apenas influyo la crisis sanitaria de Covid, creo que el mayor impacto en esas ""pérdidas"" es la mano larga y abusos de @ManuelBartlett",-1,1280135962408873984
A seguir cuidándose en #PiedrasNegras @DiocesisPN .. La taza de contagios #COVID en #EaglePass #Texas sigue alta también.. https://t.co/GZRnBM5GzK,-1,1336696556804853766
"@jorgeberry el mundo vive un caos sin precedentes, y todos los gobiernos claman por q la gente se quede en casa, así vive el gringo común, en una burbuja. Mientras, el gobierno manda tropas a #Europa #Covid_19 #CoronaCrisis #QuedateEnCasa #pandemia #CoronaStopKaroNa https://t.co/EqYC2b1BBh",-1,1241453046338654209
@Marcos_Luque_ @TomeuRamon En México a los sanitarios de institución privada no nos consideran población general...  No vacuna aunque trabajes en pabellón covid...,-1,1373273876608786434
Así el nivel de rateros en esta 4ta!! 👎👎 Encarecer el medicamento para COVID 19 veces más!! Están haciendo negocio con la pandemia!! Que poca tienen!! #LopezEnfermoMental https://t.co/OAC7s7gvJO,-1,1348798494870528000
"""Hong Kong restaura medidas contra la COVID-19 mientras surgen rebrotes en Asia""  https://t.co/iR6r9nhPi1",0,1287826844255948803
"Tengo tres noviazgos en puerta, varias citas y muchos vatos con los que ya quedé pra el delicioso.  #covid_19mexico   Ya termínate, maldito rufián   Lo de los noviazgos es muy diver porque todos estamos aburridos  Jjajaja",0,1254613410739662848
#covid19 @iasociety No se lo pierdan. Con los mejores penalistas. https://t.co/NfD0T6YwdN,0,1281614331864547330
#SNTEsalud ⚕️  🔴 @UNAM_MX ✔️ te reta en esta #SanaDistancia de #Fase3 #coronavirus #COVID19 🦠 a ver tu nivel y mejorar tu ortografía 🔠 AQUÍ 👉 https://t.co/eJ51sPZ4lX y checa qué tanto sabes 📝   #QuedateEnCasa   Miércoles 13 #COVIDー19 Semáforo #MePoneDeBuenas García Márquez https://t.co/TXE2zjwaXR,0,1260610296466608130
https://t.co/qEvlQlepZs solo falta que sea verdad ?,0,1249926773976043520
Más de 130 mil muertos por COVID19 y @lopezobrador_ declara estar muy triste por la muerte de Manzanero. Los médicos y enfermeras que también fallecieron por salvar vidas qué... CHINGAS A TU PUTA MADRE!,-1,1343653885454528512
"@TaniaCarrenoK Siguen jugando, ""la esperanza de México"" le llamaron a mi mamá para preguntarle si se quería vacunar, 3 DIAS INTENTANDO REGISTRARSE para decir que no seguramente...y que en 2-3 meses se vuelven a comunicar...",-1,1358012770571198469
@JonasJAL @MarioMunoz_  Vaya maroma de la SEDATU  y del lambiscón ése de Meyer fué de campeonato! Los cachan.. Y a dar maromas en público  Pero qué tal la estrategia de MORENA y sus servidores de la nación  controlando la vacunación? Para eso hay autoridad de salud..DUPLICIDAD,-1,1349743899959554049
La prevención es lo más importante 👌🏻💖😷  . #alepeirepostería #losmejorespastelesdexalapa #covid_19 #coronavirus #xalapa #veracruz #mexico en Ale Pei Repostería https://t.co/iFh0JKQ0Oc,1,1239703865152491520
ℹ️ Cuánto tiempo sobrevive en superficies el COVID19? 🔍 https://t.co/tz0B91k7UO,0,1260302379691511812
"No permitiremos violaciones a los derechos del personal médico, quienes siguen haciendo frente al #COVID sin el equipo necesario.  Seguiremos insistiendo en su derecho a la #salud, por lo que hemos presentado una ampliación de queja por violaciones en agravio al personal médico.",-1,1266529714673352704
"Los ciudadanos no queremos limitaciones pero tampoco respetamos esta contingencia  El Covid sigue entre nosotros, no nos hemos salvado y no habrá suerte que nos acompañe.",-1,1338206039020347394
Jajaja 😷 tiempos de  #COVID19 #OXXO #Saltillo #QuedateEnTuCasa https://t.co/eTMBGooJDj,0,1273120529520754688
Últimas cifras: México suma 16 muertes por COVID-19 y 848 contagios https://t.co/w6kAoSuKCz,-1,1244086200442339329
"@EmbajadaDeChile @embajadaesp @USAmbMex @EmbajadaRusaRu @SwedeninGT @NoruegaMexCA @EmbaMexDin @EmbFinMadrid Preparen visas humanitarias @lopezobrador_ esta matando Mexicanos, niega medicamentos a enfermos de cáncer, Diálisis, pruebas COVID19, además de enviar soldados VS pueblo https://t.co/dygHC7EfEZ",-1,1305201360141344768
"Como van a estar molestos con virus en vez de molestarse con los que se encargaron de manejar lo de forma paupérrima, COVID hay en todo el mundo, pero ningún país fracaso tanto como Argentina",-1,1365008263448829965
@AntonioAttolini Después de todos los argumentos que exponen hay que sumarle que ese calendario de vacunacion lo utilizarán campaña electoral y así lo harán los demás candidatos que quieran buscar un sueldo con los impuestos de los contribuyentes.,1,1342953867055652871
"Mi salud mental también es importante en estos momentos, debido a esto he tomado la decisión de ignorar o borrar conversaciones sea quien sea si son en relación a su histeria colectiva derivada del COVID-19. El estrés tambien te enferma feamente. #COVID19mx",1,1251020111491801089
“Inche” @EnriqueAlfaroR  ya mando cerrar Alemania por el covid https://t.co/ZceZgqoMSi,0,1338171589251256322
"Grupo de 41 a 50 años, los más contagiados de Covid en Puebla https://t.co/r2HM88oI8k vía @angulosiete",-1,1338582964679159808
"#stayhome #sunday #lazyday #2020 #covid_19 #staysafe en Delicias, Chihuahua https://t.co/H8ANEoPPw9",0,1320514768625717248
"Que coordinado todo, toma de poder  en EUA en enero, vacunacion en el mundo en enero- febrero, grafica a la baja de casos en febrero, se cumple 1 año de pandemia. Casualidad o causalidad?",1,1366285743358955521
CDMX SUPERA PICO MÁXIMO DE HOSPITALIZACIONES POR COVID-19. https://t.co/I25BF3iSup,-1,1338596053319348224
"Si no muero por el huracán o el covid, muero por cómo maneja la gente hoy",-1,1313563137262657536
"@MXvsCORRUPCION @Tu_IMSS @GobCDMX @Claudiashein Viva México cabrones... si aguantamos el COVID19, que no aguantemos estas ratas... hay que aventarlas a un pozo de PEMEX",0,1256349464966488064
Que hubiera sido este año sin covid?,0,1295174204078403587
Acusan a @cuauhtemocb10 de entregar equipo de protección para #coronavirus defectuoso y de mala calidad. #Morelos NO regresa a las actividades / Récord de casos de #Covid_19 en #México / Acusa #AMLO a periódicos internacionales de mentirosos y sin ética.  https://t.co/NH1cvQdJMf,-1,1261397861306114048
#SNTEconEllas👩‍👧 #QuedateEnCasa   A ustedes mamás que desde sus trincheras son primera línea de defensa por la salud👩‍⚕️ y la educación👩‍🏫 ante el #Coronavirus #Covid19 son símbolo de fe y esperanza #10DeMayo 🗓️ #FelizDiaDeLasMadres 🤰  👉Mtro Alfonso Cepeda Salas 👉Srio. Gral. #SNTE https://t.co/Ci6qD3IfHv,1,1259546789893541891
"Sin público, los MTV VMAs 2020 arrancan con medidas anti Covid-19: El espectáculo previo a la ceremonia se vivió de una manera distinta https://t.co/JkH2jMAlIW (vía ElUniversal) https://t.co/tqswAjuRPo",0,1300246070471962624
Avanza vacunación https://t.co/Rqn70IYm81,1,1361674081385533441
"Ey we, tener semáforo verde en el estado no significa que ya no existe el covid we, cuídense alv que no quiero estar anexado más tiempo.",1,1311154872947896326
"Me dijo mi mamá que si le da Covid que no cuente con ella (55 años, hipertensa), y yo así de que wtf ma",-1,1255648149210685441
Aún no puedes trabajar desde casa? CONTPAQi te permite hacerlo. Contactanos 📞☎️ y con gusto te asesoramos. #cinteczm #CoachingDigitalEmpresarialczm #EmpresariosyEmprendedores #distribuidorAutorizadoContpaqi #contpaqi #unidos #HomeOffice #COVID19 https://t.co/ZS7Hr2SeYC,0,1241836331560570880
"En #SanMateoAtenco no bajamos la guardia para proteger al comercio y clientela del #COVID19, mediante medidas de supervisión permanentes a cargo del Gobierno Municipal. https://t.co/PoxWvp43Ia",1,1372330809009537027
#GraciasPorTuLucha.           @jtolentinoroman concentradores y tanques de oxígeno para las personas con problemas de virus. covid 19 https://t.co/f9Uk5wIlpc,1,1357730828516806659
"En una semana 3 fallecidos razonablemente cercanos por el COVID, ¿y no quieren que le miente la madre al cabrón ojete que dijo que le venía como anillo al dedo? @gibranrr @lopezobrador_ @EstefaniaVeloz @HernanGomezB @aumave @eugeniomv @SheffieldGto @tatclouthier",-1,1279180441350819844
"@RogelioTellaec1 Yo soy uno de los afectados. Todos hemos sido afectados, muchos amigos han fallecido, mis hijos están con covid pero prefiero que Enero Febrero y Marzo sea malo que andar batallando en Abril que viene lo bueno.  Es tiempo de ser responsables",-1,1352121621058711553
"Lo que sabemos de las enfermedades desarrolladas por voluntarios de AstraZeneca: Un segundo voluntario del proyecto de vacuna de AstraZeneca/Universidad de Oxford desarrolló una enfermedad neurológica “inexplicable”, sin que haya… https://t.co/h3aM5ffrJA (vía ElUniversal) https://t.co/ivSA6qE6Vu",-1,1307834328898891777
Llega vacuna a México. https://t.co/X8ejFBw3iw,1,1341783857381556224
"En medio del #COVID19, los @DiablosRojosMX despiden a cerca de 10 scouts, algunos de BC y Sonora.  El club 'escarlata' trae un desorden interno desde la salida de Roberto Mansur.  #Roletazos  https://t.co/MVNGtmNdzB",0,1253361379060244480
"A quien le moleste que su colonia aparezca con caso de #COVID__19 en la app del @gobtam chinguen a su madre, no es para discriminarlos, es para saber qué colonias deben ser más rígidas con el #QuedateEnCasa y los que discriminen Chinguen a la suya también",-1,1250093932391936000
"@AntonioAttolini Oye!! Tu eres de origen muuuyyy Fifi,  no te queda hacerte pasar por pueblo. Y si me molesta pero sobre todo me preocupa pensar que las personas mayores, muchas de ellas muy mayores y con problemas de salud estén expuestos y en riesgo esperando su vacuna, metanle logística",0,1361522617153425410
@bee529_ @AlejandroHugoP Atención rápida y sales adelante. Mi mamá de 88 también le dio covid y no tuvo síntomas. Cuídate mucho. ☺️,1,1359973287019884544
#SNTEconMéxico Mtro Alfonso Cepeda #SNTE reconoce apoyo de @GobiernoMX @lopezobrador_ 🇲🇽 de incluir a maestros en vacuna anti #COVID19 💉🦠 antes de #RegresoAClases en semáforo verde  MENSAJE 👉 https://t.co/vV4e9dfrAU  #FelizDomingo #coronavirus AMLO #RT https://t.co/Xv5HdJ8CHe,1,1348310680961646594
"Un llamado de atención a la Embajada Norteamericana; López Obrador no puede viajar a USA, ya que sostuvo una reunión de alto contagio hace 6 días en donde dos de los participantes dieron positivo al Covid19... . ~ Ahí queda está advertencia, los reclamos saldrán sobrando~... https://t.co/l7QhspvL7Z",-1,1278447891191926785
Quédate en tu casa #FelizDomingo #Covid_19 #YoMeQuedoEnCasa https://t.co/cKrQrBRmWh,0,1249505617213038594
"Personal de intendencia, héroes anónimos en los nosocomios de #Oaxaca... Hay que recocer su labor en la batalla contra #COVID19 en el @IMSS_Oaxaca y en todos los hospitales de la entidad y el país.  https://t.co/RYGNTRATwE",1,1353496517714309121
"Pues solamente es comprobar lo que digo y escribo,así como no se pronuncia los los 422 Contagia de COVID-19.1Falllecido.los 4 Trabajadores de Limpia de la Alcaldía los Infectados del Mercado Popular Rastro,la demanda en VC-1 de la señora BRICIA golpeada por las Hermanas Macías R https://t.co/u01mzTtT8Q https://t.co/s4mL88z9iU",-1,1267246035107282953
¿Cuántos futbolistas profesionales de ligas serias han muerto de #Covid  mi Mau? https://t.co/AOYhBFCYvv,0,1286472695832510466
"Tengo un cuñado que tienen cáncer y es mayor de 60 años, le pueden poner la vacuna!?   Ayudaaaaaa!",0,1357549732827127808
"Uy si llego la nieve a #Cuu ,así mi vista en cuarentena ,aislado y con #Covid . Te odio 2020 https://t.co/DLM8YU95O8",0,1344683690283057155
#Zacatecas #COVID19 #CoronavirusMx #QuedateEnCasa #Pontelo Emergencia Sanitaria!!! Alerta Máxima!!! https://t.co/R2XcHJuFWb,0,1287180630057418752
"@ZMyBerg @lopezobrador_ Terminar con estas lacras, están peor que el covid",0,1341041313991413762
Regresenme a la vida sin COVID para poder ir a ver a @MijaresOficial 😍❤ https://t.co/4UzbckOQLO,0,1372363084854099968
Holi #covid_19 🥴 #Mexico #LikeForLikes #FolloForFolloBack https://t.co/hzyCkTqPAM,0,1300652323254001664
"Listo, plan de vacunación preliminar contra Covid; se anunciará al pasar a fase tres de pruebas: López-Gatell: Un grupo técnico ha tenido a bien diseñar un plan posible de vacunación, en el momento que se conozcan los resultados de los… https://t.co/d8ZIXTXzGi (vía ElUniversal) https://t.co/tT77VaxReH",1,1321111203842650112
"Los dos López Obrador/Gatoel miserables farsantes, asesinos responsables de miles de mexicanos fallecidos, hoy día responsables de la vacunación. VAMOS A CREER QUE LO HARAN BIEN????? https://t.co/HPTdZs9KZ1",-1,1354573054526029827
Solo los países socialistas apuestan por esa vacuna Senadora https://t.co/b46TMEfmbq,0,1354075224388608002
"Que alguien me explique porque los que estaban enfermos del #covid19 no se murieron, si el sistema lo pinta como enfermedad mortal sin cura 🧐 #cuarentena #virus #mx",1,1249450900894019584
"Me parece un poco irresponsable comparar al #VIH con el #Covid19, creo que solo se sigue cargando de estigma y prejuicios al #VIH con respecto a la forma en que se adquiere.   El #VIH no se contagia, se transmite!",1,1249835032388210693
"Ayer estuve en una de las situaciones más difíciles como médico, desde que tengo memoria. Una VAD no prevista, no intubable y no ventilable, en un paciente Covid.   Lo peor es que yo no era el líder y mis sugerencias no fueron tomadas en cuenta (Por qué R1MC).",-1,1290502209491279873
"Durante la #NuevaNormalidad es importante que mantengamos las medidas de prevención para evitar más contagios por coronavirus, ¡no bajemos la guardia!   Es momento de cuidar nuestra salud y la de quienes nos rodean.  #MedidadDePrevención #Covid19 #CuentaConElPRI https://t.co/56IRaou3GI",1,1302296545467879424
#ÚLTIMAHORA ERIC CISNEROS INTUBADO   Trascendió El secretario de Gobernación ingresó al Hospital Beneficencia Española y se mantiene delicado en la sala COVID que se creó desde que se desató la pandemia en el Puerto. Cisneros Burgos está en aislamiento total👇 https://t.co/623SbGHq0s,-1,1284597357607358465
@alfredodelmazo @AlfonsoDurazo @Luis_R_Bucio @GobiernoMX Doblemos esfuerzos para protegernos del covid-19,1,1257823290338480130
"#México El Subsecretario de @SSalud_mx, @HLGatel informó que el total de casos de #COVID19 confirmados en #México es de 22 mil 088 , con 6 mil 580 casos activos y  2 mil 061 defunciones.  Señaló que, hasta el momento, hay seis mil 580 casos confirmados activos de #coronavirus https://t.co/DPoTN782uX",-1,1256743926267953152
"@MaraLuisaGutir3 @Sandra12Amaya @luizork @dionelsena @SaidAntonioSC @RICARDOBENAVENT @AlejandroHugoP @PattySierra_R @tiptipmx @eduardguezh @jn_lavoz @JA_Tinoco_M @fernandomdas @pozo_don @JhonWic64014240 @MarcelMG3 @HFrezzer @quiquegamero @oritanogrcs Abogada yo noSoy PartidarioNinguno por Desepción alMENOS SandraAparece enLos MediosPagados oNo pagados,pero elRambo la únicaVez que se ha visto por estasTierras Bonitas deDurango fue cuándoAnuncio la Vacuna delCOVID-19, esteVividor noTiene Vergüenza deCriticar a gente de suPatrón",0,1355559468264783872
"Si el amor de lejos era de p*ndejos... después del covid, ¿en qué se convierte? 😹",0,1270111628244197379
"@Denuncias_MIH @AlcaldiaMHmx @SSaludCdMx @Claudiashein @vromog #coronavirus #Covid_19  no es posible que además de trabajar en plena contingencia, tengamos que soportar el exhibicionismo de sus hombres a diferentes horas del día #DomingoDeGanarSeguidores @ https://t.co/iXSbbMOC5L",-1,1249383595984203778
#AlMomento con 622 positivos y 104 decesos más cierra el reporte por casos de #COVID19 el día de hoy la @SSalud_mx en el país. https://t.co/I8kNoZMhLj,-1,1251675264754561026
Un total de mil 114 personas han muerto en #Torreón debido al COVID-19 desde el inicio de la contingencia sanitaria… https://t.co/1RJkfpEdrs,-1,1348701719451095042
El COVID-19 golpea a regiones de México a ritmos diferentes: 39.7% del país aún está libre de daños https://t.co/Ebn5gO2qqT,1,1251144296612405248
También aquí porque me gusto. Amor en tiempos de Covid 🥺 https://t.co/NtWRw1k4hS,0,1286120298400514049
"Mientras algunos Países están tomando medidas para evitar el impacto del COVID-19 en sus economías, el Gobierno Federal sigue minimizando la crisis que están viviendo las familias mexicanas, hasta cuando se implementarán acciones concretas? #RescatealEmpleo https://t.co/H3FBKrStJD",-1,1245890870286614528
"@cni_deongsmor  Desde 2017 ya se tenía el nombre del Covid, esto fue orquestado por muchos países la OMS Coludida en esta guerra biológica a la humanidad.  Dr Ángel René Abrego y Escobedo Presidente https://t.co/4BhjroL3UN",0,1353446302974021632
Cuando ya te dió el síndrome Estocolmo con el covid 19. https://t.co/MqP9YtRl44,0,1351227869121441794
"#Video 📹 | Se registran bajas ventas de papel picado en el municipio de Huixcolotla. En el taller Los Cartelitos mantienen la tradición de la elaboración como cada año, ofreciendo promociones especiales durante la contingencia por #COVID. https://t.co/g4j9FsvjPf",-1,1322230717917507584
"#EnLaMañanera| La página de registro para adultos mayores para recibir la vacuna covid-19 es https://t.co/hzVpyFSUKG. Para registrarse es necesaria la CURP, seleccionar la entidad y municipio y proporcionar un número telefónico de contacto. #rb https://t.co/KyN0CEI9EZ",1,1356605903341031424
"EU supera los 161 mil muertos y 4.92 millones de contagios por Covid-19: Estados Unidos alcanzó este viernes la cifra de 4 millones 926 mil 63 casos confirmados por Covid-19 y la de 161 mil 52 fallecidos, de acuerdo con el recuento… https://t.co/i8EluWGhCD (vía ElUniversal) https://t.co/DYOVsAMp5P",-1,1291926384474898433
"@AreliPaz Por que para todo necesita de alguien más. Necesitara echarle la culpa en un futuro de que la vacunación no salió exitosa debido a que mil factores ""conservadores'' ""extranjeros"" etc.. estuvieron en su contra y no por su incapacidad de aceptar un problema o mejor aún, realidad.",0,1372926976231579649
"Buen sábado!  Los invitó a leer y opinar:  ¿qué drama más inesperado podía abrazar a los cuerpos médicos y de enfermería, que convertirse en los nuevos rostros de la discriminación?...  Los rostros de la discriminación del Covid-19 https://t.co/HTRrQwAVGk vía @LaRazon_mx",0,1251493622308102145
"Yo me voy a vacunar en mi natal Stars Hollow, Connecticut.",1,1362077917367439362
"⭕#ÚLTIMAHORA  Informa el Presidente @lopezobrador_ que esta tarde conversó con el mandatario de los Estados Unidos @JoeBiden 🇺🇸. López Obrador dijo que dentro de los temas tratados están la migración, el #Covid19 y la cooperación económica. https://t.co/PChWiVqsYk",1,1352778058944684032
"Me estresa que las personas llamen “bicho” “microbio” “madre esa” por referiste al COVID, es un virus , llámenlo así.",0,1283530436614983682
Así nos animan en HGZ 14 #LOVEIMSS #Covid_19mx @Tu_IMSS @IMSSSONORA https://t.co/7k2AFXBWpf,0,1260762748301963264
"Los quejosos argumentan que nada justifica la orden de volver a sus puestos de trabajo, hasta en tanto no se superada la curva epidemiológica x #Covid_19 Será necesario que @cndh y @CDHCMX conozcan de estas quejas @ErnestinaGodoy_ https://t.co/5lojIYFtU6",-1,1259229120375988226
"Gto:Más de 1 mil casos en 1 día   Reporte #Covid19 en noreste de Gto, 25 de nov. Semáforo Naranja  Fallece 1 paciente de San José, 1 de Doctor Mora y 3 de San Luis. Suben 15 casos de San José, 1 de Atarjea, 2 de Doctor Mora, 2 de Santa Catarina, 3 de Tierra Blanca y 4 de San Luis https://t.co/rtsPRLsOeP",-1,1331715607461457920
@XEVATabasco A nivel nacional Tabasco aparece con 107 casos confirmados de covid-19. https://t.co/HkOlHHlNdA,-1,1247316263422042118
"@Cinepolis @DiegoBoneta @Naian_GN Se han presentado varios casos de covid en los cines,",-1,1313518756317007878
Mis planes | El COVID https://t.co/aApQ9zW8KM,0,1318389052001996800
"La realidad, los datos hablan por sí solos. Cómo está reaccionando @GobiernoMX y @SSalud_mx  ante la pandemia? #COVID19mx #COVID19   Hasta cuándo, el payaso de @lopezobrador_ tomará la situación en serio? https://t.co/HFs4MKaqGR",-1,1239984773478535168
"@magugaki En este país no se puede tomar por verdad ciega lo que el gobierno diga: mi padre accidente, Colosio asesino solitario, Claudio X. Corrupto, Bartlett honesto, Walmart evasor de impuestos, empresa hijo de Bartlett trasparente, Covid superado, muertes neumonía atípica, etc!",-1,1263887793199202305
"@BenoHernandez77 No te proyectes... Les dimos 2 semanas por lo del covid. En fin, veo que te caló profundo y ya vi tu foto y en efect9, prieto, piocha y gordo jajajaj animoooo",0,1242977479469477888
La realidad no coincide con los datos que da el gobierno federal acerca de el número de contagios y muertes por COVID19 se debe ser más responsable con la información que emiten que ya vamos de salida.”la realidad es otra” https://t.co/6N5vV7B5qe,-1,1265638844113747969
#SNTEsalud ⚕️  🔴 En la #NuevaNormalidad se recomienda que si sales a correr 🏃‍♂️ o a rodar en bicicleta 🚴‍♀️ mantengas la #SanaDistancia y uses cubrebocas 😷 Al exhalar 🗣️  expulsamos gotículas que pueden contener #Coronavirus #COVID19 🦠    #QuedateEnCasa  #FelizMartes México CDMX https://t.co/AmjqkDOsge,1,1275513176394797056
"A veces no sé si me dio covid ""muy leve"" en algún punto del año pasado, o si son secuelas de depresión, porque tengo entendido que es muy parecido. https://t.co/7xlWa7X2cg",-1,1348518302272917505
@El_Babisuri México ha dejado de aplicar esta vacuna al declarar la enfermedad erradicada en el país. Se supone que se iba a seguir aplicando hasta 2022 pero el gobierno decidió que ya no era necesario.,-1,1372040904123551746
"Pues la OMS pide a México que haga pruebas a todos los casos sospechosos, algo que no se hace del todo, eso está documentado, se ha negado las prueba de #COVID__19 a ciudadanos con síntomas y han muerto a los pocos días. Ojalá México cumpla la petición. https://t.co/zc2NXVD0B0",-1,1265496970099130370
Espero nos puedan acompañar👇🏽 #COVID19 #VIH @iasociety https://t.co/WnmekDJohT,0,1251342783379656704
El gobierno de @JoeBiden @POTUS no lleva NI UN MES... y ya ha hecho mucho por la salud de los EU... Nuestro presidente lleva DOS AÑOS y estamos pésimo en eso de las vacunas de COVID-19...,-1,1356239950123913218
"@Eltiotonysoy Así pasa lo mismo aquí en #Puebla , a excepción del gobierno del estado que encabeza @MBarbosaMX quien a pesar de todas las presiones se a mantenido firme en no abrir  a lo loco. #COVID__19",1,1281977962347323393
AMLO aseguró que no está comprobada la eficacia del cubrebocas contra el COVID-19. ¿Entonces las investigaciones y estudios que han echo sobre el cubrebocas son falsos? ¿Esto significa que la OMS nos miente? Entonces usarlo ¿ah sido una pérdida de tiempo? https://t.co/novcHgCmcD,-1,1286753447929188352
Información actualizada 🦠  #COVID19tr #COVID #Coronavid19 #COVID2019ec #AlVirusLoFrenamosEntreTodos https://t.co/58Dfeeethu,1,1240867686856511488
"Al mal tiempo buena cara.. #nowey #jajaja #jejeje #contodorespeto #broma #covid-19 #coronavirus #encasa #perdonmama #cuu #juarez #tecate #ticktok #tiktok en Chihuahua, Chihuahua https://t.co/GGHn6BQ7ce",1,1258942469867278341
"@stephania_zzz Yo tuve dengue hace años D: es horrible estar en tu cama 1 semana con temperatura de 40°C y sin comer ni nada, dolor de huesos, etc etc. El problema es que ahorita creen que las fumigaciones ""Echan covid""",-1,1282445471533936645
https://t.co/y8QsdxpW2R | COVID-19: Cuatro mil maestros de Jalisco son parte de población vulnerable - El Heraldo de México,0,1351314289144045572
"No es la mirada, es quien te mira 😎. #quedateencasa #quarantine #coronavirus #pandemia #covid_19 en Cabo San Lucas, Baja California Sur https://t.co/h2GrfYDyQq",0,1245892870852300802
@JohnMAckerman  Saludos Solicito su atención para Presentar propuestas de Prevención Biológia COVID 19 comunidades VIANNEY Fundadora de Proyectos Sociales Pilares Sería importante saber que función tienen  hoy y sus recursos quien los maneja CEL 5614797717 espero su llamada https://t.co/wh5mP3UCML,0,1268933290024751106
Mamá antes me hacía meterme a bañar para que se me bajará lo peda y ahora llego y hace que me bañe por el covid 🤦🏻‍♀️,0,1317687249954246662
"@hermanazazo Vacuna rusa, le llamo a Vlad",0,1294693235823128576
"Gracias a las estrategias implementadas por nuestro Gobernador Lic. Omar Fayad Meneses, se conforma el comités de salud en el plantel @CECyTEHgoEpa ante la contingencia generada por COVID-19. @omarfayad @atilanorp @Juan_Ramro @lilianalopezre1 https://t.co/IokUgjupHd",1,1284199549410648065
@GobiernoJalisco está haciendo lo suyo y continúa detectando casos positivos de COVID-19; sigamos todas las medidas de prevención para evitar la saturación de los servicios médicos.  https://t.co/FzVK3G1gNU,1,1243049338621829125
@aaalmis Siii es mi vacuna mensual ... pero todo súper bien!!!,1,1292264320034889728
@Fher_Vel_ @epigmenioibarra @Revolucion3_0 Epigmenimys Andricotucu Una especie miles de veces más peligrosa que el covid 19 al final haremos las sumas y las restas y tú saldrás negativo por mucho PIB EMPLEOS FELICIDAD OCUPACIÓN RIESGOS NO ESTÁS JUGANDO FÚTBOL AMERICANO ESTÁS DIRIGIENDO UN PAÍS PRIMER CUARTO RETIRATE!!!!!!,0,1270100280995016705
#Torreón Rebrote de COVID genera primeras restricciones en La Laguna https://t.co/MlHAemrHDu,-1,1320034570650210304
"@GlodeJo07 Las pruebas para el Covid19 no es una vacuna, el acercela no te hace salir más rápido de la pandemia",0,1273078503374598146
"Un año después, doctores muertos, doctores con efectos secundarios de la vacuna.  No estaban ni preparados para lo que venía y eso si se llenan la boca de que saben mucho del tema.   Cayese y siéntese payaso si ni siquiera sabe cómo funciona el mundo de verdad.",-1,1372295919555649536
"Reconocen restauranteros que es muy lenta la recuperación económica con la pandemia del COVID19, reportan ventas de un 35%  a pesar de ser temporada de chiles en nogada, explicó la presidenta de la CANIRAC Olga Méndez https://t.co/vDH7nAdBEO",-1,1304888103140757506
